Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_STATE,Geo_COUNTY,Geo_TRACT_2009,total_population_2009,population_white_2009,Population_Black_2009,Population_Latino_2009,Population_American_Indian_2009,Population_Asian_2009,Population_Pacific_Islander_2009,Population_Other_2009,Population_Multiple_Races_2009,Households_2009,Households_Family_2009,Households_Married_2009,Households_Other_Family_2009,Households_Other_Family_Male Householder_2009,Households_Other_Family_Female Householder_2009,Households_Nonfamily_2009,Households_Nonfamily_Male_Householder_2009,Households_Nonfamily_Female_Householder_2009,Occupied_Housing_Units_2009,Occupied_Housing_Units_Family_2009,Occupied_Housing_Units_Married_2009,Occupied_Housing_Units_Other_Family_2009,Occupied_Housing_Units_Nonfamily_Households_2009,Occupied_Housing_Units_Householder Living_Alone_2009,Renter_Housing_Units_2009,Occupied_ Housing_With_Children_Under_18_2009,occupied_ housing_with_own_children_under_18_2009,renter_occupied_ housing_with_children_under_18_2009,renter_occupied_ housing_with_own_children_under_18_2009,Householder_Black_2009,Householder_American_Indian_2009,Householder_Asian_2009,Householder_Pacific_Islander_2009,Householder_Other_Race_2009,Householder_Multiple_Races_2009,Householder_Latino_2009,Householder_White_2009,Renter_Black_2009,Renter_American_Indian_2009,Renter_Asian_2009,Renter_Pacific_Islander_2009,Renter_Other_Race_2009,Renter_Multiple_Races_2009,Renter_White_2009,Renter_Latino_2009,Population_15_and_Over_2009,Population_Never_Married_2009,Population_Married_2009,Population_Separated_2009,Population_Widowed_2009,Population_Divorced_2009,Population_25_Years_and_Over_2009,Population_25_Years_and_Over_No_Diploma_2009,Population_25_Years_and_Over_Diploma_2009,Population_25_Years_and_Some_College_2009,Population_25_Years_and_Bachelors_2009,Population_25_Years_and_Over_Masters_2009,Population_25_Years_and_Professional_2009,Population_25_Years_and_Over_Doctorate_2009,Population_3_Years_and_Over_2009,Population_3_Years_and_Over_Enrolled_In_school_2009,Population_3_Years_and_Over_Not_enrolled_in_school_2009,Civilian_Population_16_to_19_2009,Civilian_Population_16_to_19_HS_Dropout_2009,Civilian_Population_16_to_19_Enrolled_or_Graduated_2009,Population_16_Years_and_Over_2009,Population_16_Years_and_Over_in_labor_force_2009,Population_16_Years_and_Over__armed_forces_2009,Population_16_Years_and_Over_in_labor_force_civilian_2009,Population_16_Years_and_Over_in_labor_force_civilian__employed_2009,Population_16_Years_and_Over_in_labor_force_civilian_unemployed_2009,Population_16_Years_and_Over_not_in_labor_force_2009,In Labor Force 16 Years and Over:,Median_Household_Income_2009,Median_Household_Income_black_2009,Median_Household_Income_american_indian_2009,Median_Household_Income_asian_2009,Median_Household_Income_pacific_islander_2009,Median_Household_Income_other_race_2009,Median_Household_Income_multiple_races_2009,Median_Household_Income_latino_2009,Median_Household_Income_white_2009,Gini_Index_2009,Occupied_Housing_Units_2009,Owner_Occupied_Housing_Units_2009,Renter_Occupied_Housing_Units_2009,Housing_Units_2009,Vacant_Housing_Units_2009,Vacant_Housing_Rent_2009,Vacant_Housing_for_Sale_2009,Vacant_Housing_Other_Vacant_2009,Renter_Occupied_Housing_2009,Renter_Occupied_Housing_1_1.5_Occupants_per_room_2009,Renter_Occupied_Housing_1.51_2_Occupants_per_room_2009,Renter_Occupied_Housing_2_or_more_Occupants_per_room_2009,Occupied_Housing_2009,Occupied_Housing_1_1.5_Occupants_per_room_2009,Occupied_Housing_1.51_2_Occupants_per_room_2009,Occupied_Housing_2_or_more_Occupants_per_room_2009,Median_Gross_Rent_as_Percentage_Household_Income_2009,Families_2009,Families_below_poverty_line_2009,Families_below_poverty_line_married_with_children_2009,Families_below_poverty_line_married_no_children_2009,Families_below_poverty_line_male_householder_2009,Families_below_poverty_line_male_householder_with_children_2009,Families_below_poverty_line_male_householder_no_children_2009,Families_below_poverty_line_female_householder_2009,Families_below_poverty_line_female_householder_with_children_2009,Families_below_poverty_line_female_householder_no_children_2009,Families_at_or_above_poverty_line_2009,Population_Poverty_Status_Is_Determined_2009,Population_Poverty_Status_Is_Determined_under.5_2009,Population_Poverty_Status_Is_Determined_.5_.74_2009,Population_Poverty_Status_Is_Determined_.74_.99_2009,Population_Poverty_Status_Is_Determined_1_1.49_2009,Population_Poverty_Status_Is_Determined_1.5_1.9_2009,Population_Poverty_Status_Is_Determined_2_above_2009,Housing_units_No_Vehicle_Available_2009,Renter_units_No_Vehicle_Available_2009
42101028500,14000US42101028500,"Census Tract 285, Philadelphia County, Pennsylvania","Census Tract 285, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13962,42,101,28500,2493,260,997,1149,0,317,0,919,0,732,463,253,210,33,177,269,77,192,732,463,253,210,269,215,295,328,216,82,73,339,0,64,0,216,0,314,15,134,0,16,0,32,0,15,130,1947,982,625,151,72,117,1453,684,769,425,115,71,0,0,2295,611,1684,152,30,122,1909,1055,0,1055,954,101,854,1055,30605,39696,,60629,,16627,,15671,19877,0.48300001,732,437,295,791,59,0,0,59,295,0,0,0,732,0,6,0,48.09999847,463,169,16,20,0,0,0,133,101,32,294,2493,212,484,78,140,829,750,290,166
42101028600,14000US42101028600,"Census Tract 286, Philadelphia County, Pennsylvania","Census Tract 286, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13963,42,101,28600,6260,1180,3216,1728,0,725,0,909,230,2028,1152,556,596,72,524,876,515,361,2028,1152,556,596,876,704,820,794,653,344,323,1081,0,218,0,293,60,545,160,490,0,112,0,69,60,43,151,4472,2174,1581,215,152,350,3407,936,2471,1002,286,143,0,0,5855,2044,3811,347,0,347,4435,2555,0,2555,2043,512,1880,2555,31558,35315,,10028,,43557,24472,26264,24307,0.432000011,2028,1208,820,2377,349,84,13,252,820,39,0,0,2028,100,0,0,34.90000153,1152,395,73,20,0,0,0,302,286,16,757,6184,1336,470,595,420,1053,2310,781,286
42101028700,14000US42101028700,"Census Tract 287, Philadelphia County, Pennsylvania","Census Tract 287, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13964,42,101,28700,2414,586,443,1757,0,41,0,1300,44,680,521,115,406,143,263,159,48,111,680,521,115,406,159,134,260,320,283,148,130,150,0,11,0,332,13,448,54,101,0,11,0,125,9,0,148,1817,1183,285,113,41,195,1227,343,884,280,122,63,0,0,2314,820,1494,234,44,190,1742,838,0,838,605,233,904,838,19313,39474,,,,13983,19260,12743,27600,0.467000008,680,420,260,791,111,20,0,91,260,0,18,0,680,7,18,0,34.20000076,521,277,0,0,115,30,85,162,145,17,244,2321,657,362,327,202,257,516,202,119
42101028800,14000US42101028800,"Census Tract 288, Philadelphia County, Pennsylvania","Census Tract 288, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13965,42,101,28800,4285,1252,905,2038,19,355,0,1520,234,1285,972,358,614,121,493,313,147,166,1285,972,358,614,313,305,528,645,581,296,275,275,0,107,0,460,35,635,267,94,0,26,0,285,0,64,359,3099,1633,875,235,141,215,2097,715,1382,461,142,26,0,0,3998,1510,2488,432,0,432,2977,1577,0,1577,1255,322,1400,1577,24635,25686,,16077,,23399,66494,22807,19424,0.481000006,1285,757,528,1424,139,24,0,115,528,45,19,0,1285,87,19,0,50,972,344,39,38,47,47,0,220,179,41,628,4285,1113,488,199,586,725,1174,540,326
42101028900,14000US42101028900,"Census Tract 289, Philadelphia County, Pennsylvania","Census Tract 289, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13966,42,101,28900,10190,2755,2488,5291,18,689,112,3974,154,2949,1948,738,1210,257,953,1001,381,620,2949,1948,738,1210,1001,897,1104,1403,1207,548,463,727,18,166,20,999,29,1510,503,343,0,72,20,445,6,63,620,7258,3709,2209,382,390,568,5500,1895,3605,1783,475,58,0,0,9541,2962,6579,728,50,678,6977,4019,25,3994,3448,546,2958,4019,33492,30916,,43782,,39720,77625,33120,35456,0.433999985,2949,1845,1104,3257,308,117,0,191,1104,29,49,0,2949,59,65,0,35.59999847,1948,617,77,23,0,0,0,517,505,12,1331,10154,1725,899,786,1196,1004,4544,836,442
42101029000,14000US42101029000,"Census Tract 290, Philadelphia County, Pennsylvania","Census Tract 290, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13967,42,101,29000,6111,1063,2540,1692,0,1084,0,1396,28,1834,1274,468,806,154,652,560,202,358,1834,1274,468,806,560,526,922,834,638,454,322,791,0,210,0,424,11,553,249,457,0,51,0,327,0,48,346,4450,2159,1270,201,449,371,3606,1209,2397,1177,413,142,62,8,5769,1808,3961,376,45,331,4305,2595,30,2565,2262,303,1710,2595,26707,21533,,62315,,20760,,22722,38022,0.474000007,1834,912,922,2121,287,57,79,151,922,0,59,0,1834,22,70,0,50,1274,343,10,25,13,13,0,295,295,0,931,6100,1216,300,234,885,978,2487,688,400
42101029100,14000US42101029100,"Census Tract 291, Philadelphia County, Pennsylvania","Census Tract 291, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13968,42,101,29100,4310,704,1741,539,0,1378,0,443,44,1556,924,535,389,43,346,632,216,416,1556,924,535,389,632,567,717,457,439,205,187,759,0,314,0,132,16,165,297,602,0,23,0,24,0,68,36,3422,1565,1259,139,314,145,2726,875,1851,800,295,52,0,0,4185,1260,2925,322,0,322,3367,2342,0,2342,1987,355,1025,2342,28905,18857,,60740,,57063,66215,50957,33410,0.493999988,1556,839,717,1661,105,0,57,48,717,12,0,0,1556,20,0,0,40.79999924,924,196,31,14,36,0,36,115,115,0,728,4280,466,141,425,489,560,2199,580,511
42101029200,14000US42101029200,"Census Tract 292, Philadelphia County, Pennsylvania","Census Tract 292, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13969,42,101,29200,4062,1384,1661,887,12,393,0,492,120,1292,869,415,454,122,332,423,182,241,1292,869,415,454,423,389,422,530,470,164,149,523,12,69,0,165,48,311,335,243,0,0,0,97,33,26,126,3056,1356,946,246,163,345,2402,572,1830,1129,438,97,15,0,3858,1110,2748,306,73,233,3042,2178,0,2178,1947,231,864,2178,46752,36850,,49030,,20342,55583,47353,73203,0.421999991,1292,870,422,1423,131,12,24,95,422,14,0,29,1292,58,0,29,34.29999924,869,170,48,0,0,0,0,122,122,0,699,4004,300,210,372,348,613,2161,244,156
42101029300,14000US42101029300,"Census Tract 293, Philadelphia County, Pennsylvania","Census Tract 293, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13970,42,101,29300,3096,1530,697,1033,13,49,0,790,17,976,588,242,346,191,155,388,205,183,976,588,242,346,388,357,491,449,422,220,220,210,0,35,0,195,5,228,498,172,0,30,0,110,0,179,110,2198,1195,539,90,286,88,1791,741,1050,415,113,11,0,0,2916,1010,1906,153,28,125,2152,1236,0,1236,913,323,916,1236,35018,24794,,13252,,28446,,43095,41782,0.381000012,976,485,491,1221,245,44,26,175,491,29,0,0,976,38,11,0,39.09999847,588,177,77,10,22,22,0,68,68,0,411,3055,612,494,315,498,200,936,312,213
42101029400,14000US42101029400,"Census Tract 294, Philadelphia County, Pennsylvania","Census Tract 294, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13971,42,101,29400,4054,1220,2291,1213,5,0,0,538,0,1074,650,162,488,139,349,424,244,180,1074,650,162,488,424,302,382,440,386,113,98,554,5,0,0,138,0,270,285,262,0,0,0,26,0,60,89,2896,1713,501,139,243,300,2131,857,1274,319,39,19,0,0,3937,1566,2371,444,5,439,2807,1157,0,1157,898,259,1650,1157,31792,32846,,,,13958,,18397,22125,0.400999993,1074,692,382,1293,219,62,45,112,382,12,0,0,1074,64,21,38,50,650,269,82,7,66,8,58,114,95,19,381,4054,768,1191,292,714,211,878,546,300
42101029500,14000US42101029500,"Census Tract 295, Philadelphia County, Pennsylvania","Census Tract 295, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13972,42,101,29500,856,786,62,8,0,0,0,0,8,415,218,149,69,10,59,197,122,75,415,218,149,69,197,168,148,58,53,12,12,62,0,0,0,0,8,8,345,62,0,0,0,0,0,86,0,765,263,315,31,44,112,653,227,426,92,16,16,0,0,856,110,746,12,0,12,752,438,0,438,383,55,314,438,32097,2864,,,,,,,34187,0.407000005,415,267,148,450,35,0,0,35,148,0,0,0,415,0,0,0,29.79999924,218,31,24,7,0,0,0,0,0,0,187,856,62,0,103,150,150,391,44,0
42101029600,14000US42101029600,"Census Tract 296, Philadelphia County, Pennsylvania","Census Tract 296, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13973,42,101,29600,1684,1289,154,342,0,19,0,222,0,480,333,195,138,79,59,147,50,97,480,333,195,138,147,96,198,256,254,129,129,42,0,10,0,12,0,35,401,20,0,0,0,12,0,151,35,1109,459,419,21,81,129,892,270,622,179,33,19,10,10,1627,454,1173,95,21,74,1084,616,0,616,577,39,468,616,56711,77488,,,,,,16140,56332,0.363000005,480,282,198,539,59,23,0,36,198,0,0,0,480,0,0,0,33.70000076,333,64,0,8,33,33,0,23,23,0,269,1684,297,16,57,77,90,1147,140,60
42101029700,14000US42101029700,"Census Tract 297, Philadelphia County, Pennsylvania","Census Tract 297, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13974,42,101,29700,313,191,83,11,0,18,0,0,21,156,65,55,10,0,10,91,39,52,156,65,55,10,91,91,68,19,19,19,19,40,0,18,0,0,0,0,98,40,0,18,0,0,0,10,0,281,80,110,18,0,73,232,37,195,101,45,0,0,0,313,76,237,23,0,23,281,212,0,212,212,0,69,212,61759,18692,,,,,,,79865,0.38499999,156,88,68,175,19,0,0,19,68,0,0,0,156,0,0,0,30.79999924,65,9,9,0,0,0,0,0,0,0,56,313,10,52,0,18,21,212,82,40
42101029800,14000US42101029800,"Census Tract 298, Philadelphia County, Pennsylvania","Census Tract 298, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13975,42,101,29800,4580,2543,1484,813,0,112,0,387,54,1737,964,365,599,132,467,773,312,461,1737,964,365,599,773,640,951,627,560,360,336,494,0,52,0,88,24,202,997,410,0,0,0,31,8,461,97,3452,1677,1005,169,265,336,2816,739,2077,933,329,62,0,0,4346,1222,3124,304,43,261,3350,2055,0,2055,1739,316,1295,2055,32641,22670,,91789,,8489,12734,24831,38930,0.421000004,1737,786,951,1989,252,50,75,127,951,0,0,0,1737,24,0,0,46.70000076,964,265,20,17,0,0,0,228,202,26,699,4580,731,66,698,497,480,2108,556,366
42101029900,14000US42101029900,"Census Tract 299, Philadelphia County, Pennsylvania","Census Tract 299, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13976,42,101,29900,4793,1317,2275,1283,32,78,0,843,248,1557,950,345,605,38,567,607,263,344,1557,950,345,605,607,526,798,736,690,508,487,745,0,18,0,203,39,315,440,544,0,0,0,61,33,110,111,3119,1689,836,76,188,330,2389,653,1736,743,353,97,40,40,4590,1890,2700,420,42,378,3048,1880,21,1859,1397,462,1168,1880,28420,25547,,283929,,32569,52007,33159,34381,0.469000012,1557,759,798,1779,222,115,0,107,798,0,0,11,1557,44,16,11,40.29999924,950,459,50,10,0,0,0,399,343,56,491,4769,972,335,986,560,554,1362,674,501
42101030000,14000US42101030000,"Census Tract 300, Philadelphia County, Pennsylvania","Census Tract 300, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13977,42,101,30000,6569,1546,3693,1172,107,83,0,621,519,2394,1402,397,1005,344,661,992,451,541,2394,1402,397,1005,992,920,1604,933,672,667,459,1277,39,27,0,197,68,356,668,829,39,0,0,161,53,440,269,5016,3121,855,277,292,471,3900,1098,2802,1156,354,100,26,26,6314,1687,4627,502,43,459,4969,2962,0,2962,2352,610,2007,2962,26932,27546,43302,72217,,24017,40302,23996,29150,0.510999978,2394,790,1604,3072,678,135,20,523,1604,0,0,28,2394,24,13,28,32.20000076,1402,458,0,11,139,139,0,308,256,52,944,6569,958,363,803,578,1180,2687,1122,990
42101030100,14000US42101030100,"Census Tract 301, Philadelphia County, Pennsylvania","Census Tract 301, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13978,42,101,30100,5090,1780,2554,728,0,0,0,491,265,2031,1097,424,673,130,543,934,541,393,2031,1097,424,673,934,831,1017,640,566,303,303,1036,0,0,0,153,44,199,746,673,0,0,0,104,24,183,137,4166,2447,994,133,269,323,3318,564,2754,1336,538,271,151,26,4777,1285,3492,414,3,411,4107,2494,0,2494,2112,382,1613,2494,38679,36397,,,,22498,5492,22428,53655,0.435000002,2031,1014,1017,2506,475,260,0,215,1017,43,0,0,2031,45,0,0,43.5,1097,159,27,0,26,26,0,106,106,0,938,5054,549,110,271,510,725,2889,649,507
42101030200,14000US42101030200,"Census Tract 302, Philadelphia County, Pennsylvania","Census Tract 302, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13979,42,101,30200,8281,2632,3068,2327,0,295,0,1697,589,2398,1687,923,764,269,495,711,241,470,2398,1687,923,764,711,580,689,1099,936,238,238,863,0,54,0,363,77,464,964,287,0,0,0,157,41,204,179,6368,2688,2309,381,453,537,4907,1464,3443,1593,429,52,0,0,7869,2515,5354,639,50,589,6150,3732,0,3732,3323,409,2418,3732,40779,43102,,47604,,40798,22544,39284,38569,0.442999989,2398,1709,689,2693,295,42,39,214,689,40,19,0,2398,132,19,0,33.79999924,1687,258,77,0,47,25,22,134,122,12,1429,8281,469,488,482,1230,1424,4188,606,287
42101030300,14000US42101030300,"Census Tract 303, Philadelphia County, Pennsylvania","Census Tract 303, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13980,42,101,30300,8116,2593,4917,1590,0,105,0,393,108,2424,1842,795,1047,228,819,582,339,243,2424,1842,795,1047,582,542,1142,1330,1188,695,645,1419,0,36,0,126,0,277,711,814,0,25,0,41,0,209,113,5620,2531,2128,273,245,443,4415,1096,3319,1875,711,153,84,56,7474,3087,4387,557,0,557,5428,3800,37,3763,3050,713,1628,3800,37246,34681,,55239,,77418,,33709,42573,0.416999996,2424,1282,1142,2716,292,59,67,166,1142,0,0,0,2424,51,0,0,32.20000076,1842,494,47,122,40,18,22,285,285,0,1348,8116,1007,405,526,1509,656,4013,663,466
42101030400,14000US42101030400,"Census Tract 304, Philadelphia County, Pennsylvania","Census Tract 304, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13981,42,101,30400,288,89,180,40,0,0,0,19,0,80,47,28,19,0,19,33,24,9,80,47,28,19,33,9,44,36,26,9,9,43,0,0,0,8,0,17,29,33,0,0,0,0,0,11,9,190,84,59,19,9,19,106,0,106,39,30,21,0,0,288,130,158,35,11,24,165,118,11,107,100,7,47,118,36888,21548,,,,,,14166,81973,0.50999999,80,36,44,183,103,62,0,41,44,0,0,0,80,0,0,0,50,47,9,0,0,0,0,0,9,9,0,38,224,24,0,22,70,0,108,9,9
42101030500,14000US42101030500,"Census Tract 305, Philadelphia County, Pennsylvania","Census Tract 305, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13982,42,101,30500,10943,3361,5733,1706,0,911,0,740,198,3655,2504,1341,1163,187,976,1151,472,679,3655,2504,1341,1163,1151,1082,810,1376,1272,288,229,1691,0,199,0,223,93,548,1208,464,0,43,0,79,16,78,209,8388,4149,3068,332,484,355,6534,1094,5440,2944,1384,422,36,20,10422,3216,7206,799,54,745,8221,5852,0,5852,5002,850,2369,5852,54222,58452,,93568,,23023,40016,56188,49919,0.38499999,3655,2845,810,3915,260,128,32,100,810,0,15,0,3655,16,49,0,28.60000038,2504,218,36,16,18,18,0,148,115,33,2286,10943,528,401,223,865,1346,7580,621,131
42101030600,14000US42101030600,"Census Tract 306, Philadelphia County, Pennsylvania","Census Tract 306, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13983,42,101,30600,6981,3876,1390,993,19,509,0,1060,127,2699,1125,662,463,46,417,1574,827,747,2699,1125,662,463,1574,1379,1111,633,607,82,63,489,19,151,0,220,26,266,1699,82,19,16,0,136,18,807,120,5855,2409,1546,312,1187,401,5180,1347,3833,2198,796,211,38,0,6875,1860,5015,216,0,216,5837,3190,25,3165,2923,242,2647,3190,43727,69210,,77779,,25719,39316,30561,36644,0.42899999,2699,1588,1111,2872,173,32,0,141,1111,0,121,0,2699,41,121,0,32.70000076,1125,118,0,0,0,0,0,118,53,65,1007,6661,276,253,145,1021,412,4554,705,501
42101030700,14000US42101030700,"Census Tract 307, Philadelphia County, Pennsylvania","Census Tract 307, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13984,42,101,30700,3670,2667,586,514,65,123,0,184,45,1412,753,442,311,109,202,659,364,295,1412,753,442,311,659,590,748,465,442,219,219,202,23,27,0,97,10,156,994,171,0,10,0,78,10,479,78,2821,1034,1061,92,405,229,2476,617,1859,825,280,119,0,0,3456,957,2499,149,0,149,2803,1577,0,1577,1528,49,1226,1577,46001,60303,,75495,,30481,,45841,40275,0.416999996,1412,664,748,1546,134,53,26,55,748,12,0,0,1412,24,0,0,30.20000076,753,95,26,0,7,0,7,62,53,9,658,3670,123,209,148,534,474,2182,357,268
42101030800,14000US42101030800,"Census Tract 308, Philadelphia County, Pennsylvania","Census Tract 308, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13985,42,101,30800,5236,3249,1052,472,0,515,0,171,249,1687,1234,890,344,165,179,453,202,251,1687,1234,890,344,453,441,449,633,625,165,165,297,0,99,0,41,65,65,1178,99,0,0,0,0,25,325,9,4133,1517,1935,23,201,457,3473,462,3011,1643,834,263,15,7,5091,1432,3659,340,8,332,4044,2597,0,2597,2386,211,1447,2597,68631,75436,,47785,,115574,39932,77104,66157,0.367000014,1687,1238,449,1805,118,101,0,17,449,0,0,0,1687,4,0,0,35.59999847,1234,55,14,18,0,0,0,23,7,16,1179,5152,118,82,65,260,311,4316,130,27
42101030900,14000US42101030900,"Census Tract 309, Philadelphia County, Pennsylvania","Census Tract 309, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13986,42,101,30900,3942,1894,967,416,19,529,0,315,218,1338,827,304,523,144,379,511,315,196,1338,827,304,523,511,448,549,514,462,224,216,335,7,99,0,76,54,86,763,94,0,25,0,54,5,371,11,3141,1498,1055,112,248,228,2633,283,2350,1223,491,167,0,0,3717,1003,2714,199,11,188,3137,2240,0,2240,1814,426,897,2240,43886,44265,,62521,,68991,33500,34234,39727,0.384000003,1338,789,549,1421,83,64,0,19,549,42,0,0,1338,60,0,0,35.90000153,827,142,16,0,0,0,0,126,126,0,685,3895,152,358,180,218,404,2583,206,152
42101031000,14000US42101031000,"Census Tract 310, Philadelphia County, Pennsylvania","Census Tract 310, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13987,42,101,31000,6390,3720,951,931,77,1087,0,486,69,2127,1518,948,570,92,478,609,181,428,2127,1518,948,570,609,557,642,921,857,338,338,242,5,263,0,154,21,351,1266,73,0,56,0,77,0,356,157,4875,1608,2309,159,366,433,4168,488,3680,1479,514,167,49,24,5963,1778,4185,379,9,370,4797,3274,10,3264,2856,408,1523,3274,58158,58416,,33127,,58304,,59503,60681,0.405999988,2127,1485,642,2249,122,67,40,15,642,0,0,0,2127,14,0,0,25,1518,202,78,15,0,0,0,109,97,12,1316,6390,205,178,445,400,653,4509,167,88
42101031100,14000US42101031100,"Census Tract 311, Philadelphia County, Pennsylvania","Census Tract 311, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13988,42,101,31100,9593,3920,3319,2193,0,1177,0,992,185,2950,2014,1001,1013,119,894,936,378,558,2950,2014,1001,1013,936,723,822,1406,1326,458,458,1064,0,286,0,236,53,601,947,297,0,30,0,158,0,175,274,6726,3059,2300,333,538,496,5322,1194,4128,1951,545,234,0,0,9132,3380,5752,486,41,445,6477,4241,0,4241,3809,432,2236,4241,35687,32089,,44657,,39065,36328,32305,31626,0.433999985,2950,2128,822,3221,271,127,26,118,822,49,12,0,2950,67,12,0,33.20000076,2014,642,172,31,13,13,0,426,320,106,1372,9577,912,1338,993,837,1452,4045,682,387
42101031200,14000US42101031200,"Census Tract 312, Philadelphia County, Pennsylvania","Census Tract 312, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13989,42,101,31200,4510,1357,1450,1094,10,574,0,1112,7,1492,900,498,402,99,303,592,328,264,1492,900,498,402,592,436,684,441,396,193,186,506,10,119,0,300,7,314,462,210,10,8,0,206,7,181,194,3838,1748,1415,186,227,262,3063,748,2315,1001,364,61,16,8,4371,1121,3250,306,54,252,3727,2690,0,2690,2194,496,1037,2690,58113,68890,,74194,,76916,,70525,33545,0.358999997,1492,808,684,1660,168,92,51,25,684,0,0,0,1492,19,0,0,24.60000038,900,132,28,7,23,23,0,74,74,0,768,4510,148,194,449,252,274,3193,245,151
42101031300,14000US42101031300,"Census Tract 313, Philadelphia County, Pennsylvania","Census Tract 313, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13990,42,101,31300,8491,3665,1768,1620,0,1985,0,1010,63,2315,1605,884,721,177,544,710,377,333,2315,1605,884,721,710,617,1056,998,890,511,470,425,0,322,0,244,32,451,1065,251,0,0,0,156,32,418,335,6580,2702,3001,135,463,279,5401,1238,4163,2031,624,155,16,16,8049,2356,5693,508,48,460,6453,3972,9,3963,3077,886,2481,3972,38665,45534,,49401,,36243,,29194,38665,0.465000004,2315,1259,1056,2411,96,65,0,31,1056,11,0,0,2315,85,0,0,43.90000153,1605,303,59,0,67,67,0,177,159,18,1302,8469,1230,910,539,1589,993,3208,446,283
42101031400,14000US42101031400,"Census Tract 314, Philadelphia County, Pennsylvania","Census Tract 314, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13991,42,101,31400,12772,5968,2650,1632,138,2461,0,1237,318,3978,2805,1802,1003,198,805,1173,592,581,3978,2805,1802,1003,1173,923,1628,1882,1797,885,861,766,29,611,0,352,48,470,1990,563,0,138,0,340,12,417,431,9384,3781,4195,361,505,542,7571,2067,5504,2706,1042,370,136,26,12055,4080,7975,779,91,688,9075,6112,0,6112,5470,642,2963,6112,38743,54227,,27290,,23985,71054,21518,52136,0.398000002,3978,2350,1628,4145,167,64,0,103,1628,17,20,0,3978,90,20,0,44,2805,535,285,0,42,13,29,208,208,0,2270,12685,1091,1185,858,1811,1632,6108,741,416
42101031500,14000US42101031500,"Census Tract 315, Philadelphia County, Pennsylvania","Census Tract 315, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13992,42,101,31500,10789,9701,353,428,0,315,0,272,148,4127,2653,2012,641,239,402,1474,810,664,4127,2653,2012,641,1474,1258,1296,1365,1281,317,300,112,0,77,0,68,18,79,3841,112,0,41,0,32,7,1093,43,8446,2803,4265,72,677,629,7374,1027,6347,3195,1438,510,90,39,10420,3137,7283,567,29,538,8329,5894,0,5894,5274,620,2435,5894,59323,44095,,15338,,74651,23442,30605,60588,0.344000012,4127,2831,1296,4284,157,105,0,52,1296,18,0,0,4127,18,0,0,21.60000038,2653,186,32,49,0,0,0,105,81,24,2467,10775,363,219,271,503,811,8608,447,280
42101031600,14000US42101031600,"Census Tract 316, Philadelphia County, Pennsylvania","Census Tract 316, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13993,42,101,31600,6711,5330,896,162,0,351,0,134,0,2153,1595,961,634,158,476,558,253,305,2153,1595,961,634,558,460,547,900,832,250,250,151,0,119,0,38,0,53,1830,108,0,25,0,0,0,414,0,4877,1743,2301,31,413,389,4243,866,3377,1753,886,341,150,40,6289,1728,4561,237,0,237,4805,3239,9,3230,2921,309,1566,3239,49383,24592,,38610,,100551,,53509,56892,0.389999986,2153,1606,547,2324,171,0,0,171,547,0,0,0,2153,0,0,0,40.29999924,1595,208,0,0,11,11,0,197,197,0,1387,6711,492,35,625,717,389,4453,342,251
